‎[06.08.24, 08:42:27] Emmanuel: ‎audio omitted
4.587 186:           </div>
4.587 187:           <div class="pinLayerHeaderCloseBtn">
4.587 188:             <p class="closebtn" on:click={() =>  handlePinState("europe")}>x</p>
4.587                                                                                      ^
4.587 189:           </div>
4.587 190:         </div>
4.587 6:17:06 PM [vite-plugin-svelte] src/routes/Vision/+page.svelte:188:6 Non-interactive element `<p>` should not be assigned mouse or keyboard event listeners
4.587 https://svelte.dev/e/a11y_no_noninteractive_element_interactions
4.587 186:           </div>
4.587 187:           <div class="pinLayerHeaderCloseBtn">
4.587 188:             <p class="closebtn" on:click={() =>  handlePinState("europe")}>x</p>
4.587                                                                                      ^
4.587 189:           </div>
4.587 190:         </div>
4.587 6:17:06 PM [vite-plugin-svelte] src/routes/Vision/+page.svelte:221:6 Visible, non-interactive elements with a click event must be accompanied by a keyboard event handler. Consider whether an interactive element such as `<button type="button">` or `<a>` might be more appropriate
4.587 https://svelte.dev/e/a11y_click_events_have_key_events
4.587 219:           </div>
4.587 220:           <div class="pinLayerHeaderCloseBtn">
4.587 221:             <p class="closebtn" on:click={() =>  handlePinState("africa")}>x</p>
4.587                                                                                      ^
4.587 222:           </div>
4.587 223:         </div>
4.587 6:17:06 PM [vite-plugin-svelte] src/routes/Vision/+page.svelte:221:6 Non-interactive element `<p>` should not be assigned mouse or keyboard event listeners
4.587 https://svelte.dev/e/a11y_no_noninteractive_element_interactions
4.587 219:           </div>
4.587 220:           <div class="pinLayerHeaderCloseBtn">
4.587 221:             <p class="closebtn" on:click={() =>  handlePinState("africa")}>x</p>
4.587                                                                                      ^
4.587 222:           </div>
4.587 223:         </div>
4.587 6:17:06 PM [vite-plugin-svelte] src/routes/Vision/+page.svelte:255:6 Visible, non-interactive elements with a click event must be accompanied by a keyboard event handler. Consider whether an interactive element such as `<button type="button">` or `<a>` might be more appropriate
4.587 https://svelte.dev/e/a11y_click_events_have_key_events
4.587 253:           </div>
4.587 254:           <div class="pinLayerHeaderCloseBtn">
4.587 255:             <p class="closebtn" on:click={() =>  handlePinState("china")}>x</p>
4.587                                                                                     ^
4.587 256:           </div>
4.587 257:         </div>
4.587 6:17:06 PM [vite-plugin-svelte] src/routes/Vision/+page.svelte:255:6 Non-interactive element `<p>` should not be assigned mouse or keyboard event listeners
4.587 https://svelte.dev/e/a11y_no_noninteractive_element_interactions
4.587 253:           </div>
4.587 254:           <div class="pinLayerHeaderCloseBtn">
4.587 255:             <p class="closebtn" on:click={() =>  handlePinState("china")}>x</p>
4.587                                                                                     ^
4.587 256:           </div>
4.587 257:         </div>
4.587 6:17:06 PM [vite-plugin-svelte] src/routes/Vision/+page.svelte:289:6 Visible, non-interactive elements with a click event must be accompanied by a keyboard event handler. Consider whether an interactive element such as `<button type="button">` or `<a>` might be more appropriate
4.587 https://svelte.dev/e/a11y_click_events_have_key_events
4.587 287:           </div>
4.587 288:           <div class="pinLayerHeaderCloseBtn">
4.587 289:             <p class="closebtn" on:click={() =>  handlePinState("australia")}>x</p>
4.587                                                                                         ^
4.587 290:           </div>
4.587 291:         </div>
4.587 6:17:06 PM [vite-plugin-svelte] src/routes/Vision/+page.svelte:289:6 Non-interactive element `<p>` should not be assigned mouse or keyboard event listeners
4.587 https://svelte.dev/e/a11y_no_noninteractive_element_interactions
4.587 287:           </div>
4.587 288:           <div class="pinLayerHeaderCloseBtn">
4.587 289:             <p class="closebtn" on:click={() =>  handlePinState("australia")}>x</p>
4.587                                                                                         ^
4.587 290:           </div>
4.587 291:         </div>
4.587 6:17:06 PM [vite-plugin-svelte] src/routes/Vision/+page.svelte:321:6 `<div>` with a mouseover handler must have an ARIA role
4.587 https://svelte.dev/e/a11y_no_static_element_interactions
4.587 319:             <img src="/blue2.png" class="map" alt="Logo" height="100%" width="100%"  />
4.587 320:           <div class="americaPoint">
4.587 321:             <div class="americaPin" 
4.587                        ^
4.587 322:               on:mouseover={() => handlePinState("america")}>
4.587 323: 
4.587 6:17:06 PM [vite-plugin-svelte] src/routes/Vision/+page.svelte:321:6 'mouseover' event must be accompanied by 'focus' event
4.587 https://svelte.dev/e/a11y_mouse_events_have_key_events
4.587 319:             <img src="/blue2.png" class="map" alt="Logo" height="100%" width="100%"  />
4.587 320:           <div class="americaPoint">
4.587 321:             <div class="americaPin" 
4.587                        ^
4.587 322:               on:mouseover={() => handlePinState("america")}>
4.587 323: 
4.587 6:17:06 PM [vite-plugin-svelte] src/routes/Vision/+page.svelte:331:6 Visible, non-interactive elements with a click event must be accompanied by a keyboard event handler. Consider whether an interactive element such as `<button type="button">` or `<a>` might be more appropriate
4.587 https://svelte.dev/e/a11y_click_events_have_key_events
4.587 329:           <div class="brazilPoint">
4.587 330:             <!-- svelte-ignore a11y_no_static_element_interactions -->
4.587 331:             <div class="brazilpin"  on:click={() => handlePinState("brazil")}>
4.587                        ^
4.587 332:               <img src="LocationSA.png" class="pinpoint"  alt="Logo" height="100%" width="100%"  />
4.587 333: 
4.587 6:17:06 PM [vite-plugin-svelte] src/routes/Vision/+page.svelte:337:6 Visible, non-interactive elements with a click event must be accompanied by a keyboard event handler. Consider whether an interactive element such as `<button type="button">` or `<a>` might be more appropriate
4.587 https://svelte.dev/e/a11y_click_events_have_key_events
4.587 335:           </div>
4.587 336:           <div class="africaPoint">
4.587 337:             <div class="africaPin"  on:click={() => handlePinState("africa")}>
4.587                        ^
4.587 338:               <img src="LocationAfrica.png" class="pinpoint" alt="Logo" height="100%" width="100%"  />
4.587 339: 
4.587 6:17:06 PM [vite-plugin-svelte] src/routes/Vision/+page.svelte:337:6 `<div>` with a click handler must have an ARIA role
4.587 https://svelte.dev/e/a11y_no_static_element_interactions
4.587 335:           </div>
4.587 336:           <div class="africaPoint">
4.587 337:             <div class="africaPin"  on:click={() => handlePinState("africa")}>
4.587                        ^
4.587 338:               <img src="LocationAfrica.png" class="pinpoint" alt="Logo" height="100%" width="100%"  />
4.587 339: 
4.587 6:17:06 PM [vite-plugin-svelte] src/routes/Vision/+page.svelte:343:6 Visible, non-interactive elements with a click event must be accompanied by a keyboard event handler. Consider whether an interactive element such as `<button type="button">` or `<a>` might be more appropriate
4.587 https://svelte.dev/e/a11y_click_events_have_key_events
4.587 341:           </div>
4.587 342:           <div class="europePoint">
4.587 343:             <div class="europePin"  on:click={() => handlePinState("europe")}>
4.587                        ^
4.587 344:               <img src="LocationEU.png" class="pinpoint" alt="Logo" height="100%" width="100%"  />
4.587 345: 
4.587 6:17:06 PM [vite-plugin-svelte] src/routes/Vision/+page.svelte:343:6 `<div>` with a click handler must have an ARIA role
4.587 https://svelte.dev/e/a11y_no_static_element_interactions
4.587 341:           </div>
4.587 342:           <div class="europePoint">
4.587 343:             <div class="europePin"  on:click={() => handlePinState("europe")}>
4.587                        ^
4.587 344:               <img src="LocationEU.png" class="pinpoint" alt="Logo" height="100%" width="100%"  />
4.587 345: 
4.587 6:17:06 PM [vite-plugin-svelte] src/routes/Vision/+page.svelte:349:6 Visible, non-interactive elements with a click event must be accompanied by a keyboard event handler. Consider whether an interactive element such as `<button type="button">` or `<a>` might be more appropriate
4.587 https://svelte.dev/e/a11y_click_events_have_key_events
4.587 347:           </div>
4.587 348:           <div class="chinaPoint">
4.587 349:             <div class="chinaPin"  on:click={() => handlePinState("china")}>
4.587                        ^
4.587 350:               <img src="LocationAsia.png" class="pinpoint" alt="Logo" height="100%" width="100%"  />
4.587 351: 
4.587 6:17:06 PM [vite-plugin-svelte] src/routes/Vision/+page.svelte:349:6 `<div>` with a click handler must have an ARIA role
4.587 https://svelte.dev/e/a11y_no_static_element_interactions
4.587 347:           </div>
4.587 348:           <div class="chinaPoint">
4.587 349:             <div class="chinaPin"  on:click={() => handlePinState("china")}>
4.587                        ^
4.587 350:               <img src="LocationAsia.png" class="pinpoint" alt="Logo" height="100%" width="100%"  />
4.587 351: 
4.587 6:17:06 PM [vite-plugin-svelte] src/routes/Vision/+page.svelte:355:6 Visible, non-interactive elements with a click event must be accompanied by a keyboard event handler. Consider whether an interactive element such as `<button type="button">` or `<a>` might be more appropriate
4.587 https://svelte.dev/e/a11y_click_events_have_key_events
4.587 353:           </div>
4.587 354:           <div class="australiaPoint">
4.587 355:             <div class="australiaPin"  on:click={() => handlePinState("australia")}>
4.587                        ^
4.587 356:               <img src="LocationAustralia.png" class="pinpoint" alt="Logo" height="100%" width="100%"  />
4.587 357: 
4.587 6:17:06 PM [vite-plugin-svelte] src/routes/Vision/+page.svelte:355:6 `<div>` with a click handler must have an ARIA role
4.587 https://svelte.dev/e/a11y_no_static_element_interactions
4.587 353:           </div>
4.587 354:           <div class="australiaPoint">
4.587 355:             <div class="australiaPin"  on:click={() => handlePinState("australia")}>
4.587                        ^
4.587 356:               <img src="LocationAustralia.png" class="pinpoint" alt="Logo" height="100%" width="100%"  />
4.587 357: 
4.587 6:17:06 PM [vite-plugin-svelte] src/routes/Vision/+page.svelte:375:4 Visible, non-interactive elements with a click event must be accompanied by a keyboard event handler. Consider whether an interactive element such as `<button type="button">` or `<a>` might be more appropriate
4.587 https://svelte.dev/e/a11y_click_events_have_key_events
4.587 373:           </div>
4.587 374:         <!-- America Region Box -->
4.587 375:         <div class="mobile-region-box" class:active={activeMobileRegion === 'america'} on:click={() => setMobileRegion('america')}>
4.587                    ^
4.587 376:           <div class="mobile-region-header">
4.587 377:           <img src="LocationUSA.png" class="mobile-pin-icon" alt="USA" />
4.587 6:17:06 PM [vite-plugin-svelte] src/routes/Vision/+page.svelte:375:4 `<div>` with a click handler must have an ARIA role
4.587 https://svelte.dev/e/a11y_no_static_element_interactions
4.587 373:           </div>
4.587 374:         <!-- America Region Box -->
4.587 375:         <div class="mobile-region-box" class:active={activeMobileRegion === 'america'} on:click={() => setMobileRegion('america')}>
4.587                    ^
4.587 376:           <div class="mobile-region-header">
4.587 377:           <img src="LocationUSA.png" class="mobile-pin-icon" alt="USA" />
4.587 6:17:06 PM [vite-plugin-svelte] src/routes/Vision/+page.svelte:393:4 Visible, non-interactive elements with a click event must be accompanied by a keyboard event handler. Consider whether an interactive element such as `<button type="button">` or `<a>` might be more appropriate
4.587 https://svelte.dev/e/a11y_click_events_have_key_events
4.587 391:         
4.587 392:         <!-- South America Region Box -->
4.587 393:         <div class="mobile-region-box" class:active={activeMobileRegion === 'brazil'} on:click={() => setMobileRegion('brazil')}>
4.587                    ^
4.587 394:           <div class="mobile-region-header">
4.587 395:           <img src="LocationSA.png" class="mobile-pin-icon" alt="South America" />
4.587 6:17:06 PM [vite-plugin-svelte] src/routes/Vision/+page.svelte:393:4 `<div>` with a click handler must have an ARIA role
4.587 https://svelte.dev/e/a11y_no_static_element_interactions
4.587 391:         
4.587 392:         <!-- South America Region Box -->
4.587 393:         <div class="mobile-region-box" class:active={activeMobileRegion === 'brazil'} on:click={() => setMobileRegion('brazil')}>
4.587                    ^
4.587 394:           <div class="mobile-region-header">
4.587 395:           <img src="LocationSA.png" class="mobile-pin-icon" alt="South America" />
4.587 6:17:06 PM [vite-plugin-svelte] src/routes/Vision/+page.svelte:411:4 Visible, non-interactive elements with a click event must be accompanied by a keyboard event handler. Consider whether an interactive element such as `<button type="button">` or `<a>` might be more appropriate
4.587 https://svelte.dev/e/a11y_click_events_have_key_events
4.587 409:         
4.587 410:         <!-- Europe Region Box -->
4.587 411:         <div class="mobile-region-box" class:active={activeMobileRegion === 'europe'} on:click={() => setMobileRegion('europe')}>
4.587                    ^
4.587 412:           <div class="mobile-region-header">
4.587 413:           <img src="LocationEU.png" class="mobile-pin-icon" alt="Europe" />
4.587 6:17:06 PM [vite-plugin-svelte] src/routes/Vision/+page.svelte:411:4 `<div>` with a click handler must have an ARIA role
4.587 https://svelte.dev/e/a11y_no_static_element_interactions
4.587 409:         
4.587 410:         <!-- Europe Region Box -->
4.587 411:         <div class="mobile-region-box" class:active={activeMobileRegion === 'europe'} on:click={() => setMobileRegion('europe')}>
4.587                    ^
4.587 412:           <div class="mobile-region-header">
4.587 413:           <img src="LocationEU.png" class="mobile-pin-icon" alt="Europe" />
4.587 6:17:06 PM [vite-plugin-svelte] src/routes/Vision/+page.svelte:429:4 Visible, non-interactive elements with a click event must be accompanied by a keyboard event handler. Consider whether an interactive element such as `<button type="button">` or `<a>` might be more appropriate
4.587 https://svelte.dev/e/a11y_click_events_have_key_events
4.587 427:         
4.587 428:         <!-- Africa Region Box -->
4.587 429:         <div class="mobile-region-box" class:active={activeMobileRegion === 'africa'} on:click={() => setMobileRegion('africa')}>
4.587                    ^
4.587 430:           <div class="mobile-region-header">
4.587 431:           <img src="LocationAfrica.png" class="mobile-pin-icon" alt="Africa" />
4.587 6:17:06 PM [vite-plugin-svelte] src/routes/Vision/+page.svelte:429:4 `<div>` with a click handler must have an ARIA role
4.587 https://svelte.dev/e/a11y_no_static_element_interactions
4.587 427:         
4.587 428:         <!-- Africa Region Box -->
4.587 429:         <div class="mobile-region-box" class:active={activeMobileRegion === 'africa'} on:click={() => setMobileRegion('africa')}>
4.587                    ^
4.587 430:           <div class="mobile-region-header">
4.587 431:           <img src="LocationAfrica.png" class="mobile-pin-icon" alt="Africa" />
4.587 6:17:06 PM [vite-plugin-svelte] src/routes/Vision/+page.svelte:447:4 Visible, non-interactive elements with a click event must be accompanied by a keyboard event handler. Consider whether an interactive element such as `<button type="button">` or `<a>` might be more appropriate
4.587 https://svelte.dev/e/a11y_click_events_have_key_events
4.587 445:         
4.587 446:         <!-- Asia Region Box -->
4.587 447:         <div class="mobile-region-box" class:active={activeMobileRegion === 'china'} on:click={() => setMobileRegion('china')}>
4.587                    ^
4.587 448:           <div class="mobile-region-header">
4.587 449:           <img src="LocationAsia.png" class="mobile-pin-icon" alt="Asia" />
4.587 6:17:06 PM [vite-plugin-svelte] src/routes/Vision/+page.svelte:447:4 `<div>` with a click handler must have an ARIA role
4.587 https://svelte.dev/e/a11y_no_static_element_interactions
4.587 445:         
4.587 446:         <!-- Asia Region Box -->
4.587 447:         <div class="mobile-region-box" class:active={activeMobileRegion === 'china'} on:click={() => setMobileRegion('china')}>
4.587                    ^
4.587 448:           <div class="mobile-region-header">
4.587 449:           <img src="LocationAsia.png" class="mobile-pin-icon" alt="Asia" />
4.587 6:17:06 PM [vite-plugin-svelte] src/routes/Vision/+page.svelte:465:4 Visible, non-interactive elements with a click event must be accompanied by a keyboard event handler. Consider whether an interactive element such as `<button type="button">` or `<a>` might be more appropriate
4.587 https://svelte.dev/e/a11y_click_events_have_key_events
4.587 463:         
4.587 464:         <!-- Australia Region Box -->
4.587 465:         <div class="mobile-region-box" class:active={activeMobileRegion === 'australia'} on:click={() => setMobileRegion('australia')}>
4.587                    ^
4.587 466:           <div class="mobile-region-header">
4.587 467:           <img src="LocationAustralia.png" class="mobile-pin-icon" alt="Australia" />
4.587 6:17:06 PM [vite-plugin-svelte] src/routes/Vision/+page.svelte:465:4 `<div>` with a click handler must have an ARIA role
4.587 https://svelte.dev/e/a11y_no_static_element_interactions
4.587 463:         
4.587 464:         <!-- Australia Region Box -->
4.587 465:         <div class="mobile-region-box" class:active={activeMobileRegion === 'australia'} on:click={() => setMobileRegion('australia')}>
4.587                    ^
4.587 466:           <div class="mobile-region-header">
4.587 467:           <img src="LocationAustralia.png" class="mobile-pin-icon" alt="Australia" />
4.587 6:17:06 PM [vite-plugin-svelte] src/routes/Vision/+page.svelte:557:1 Unused CSS selector ".profileCard"
4.587 https://svelte.dev/e/css_unused_selector
4.587 555:   }
4.587 556: 
4.587 557:   .profileCard{
4.587                    ^
4.587 558:     width: 20%;
4.587 559:     height: 50%;
4.587 6:17:06 PM [vite-plugin-svelte] src/routes/Vision/+page.svelte:741:1 Unused CSS selector ".impressumCardBody"
